id,id_groupement,nom,created_by,created_on,updated_by,updated_on,longitude,latitude
1497,67,MWIMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1498,40,NAGEMERA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1499,60,NAMBI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1500,37,NANGIRA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1501,11,NANGIZI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1502,16,NDABANYURAHE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1503,43,NDAHIMBWA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1504,11,NDAHIRA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1505,11,NDANGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1506,11,NDARAGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1507,59,NDEKO,Olivier,14:03.8,Patrick,51:48.7,0,0
1508,57,NDELEBYE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1509,67,NDEREBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1510,67,NDEREMBI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1511,67,NDIRIRI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1512,62,NDITSA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1513,11,NDORUMO/B-MUKOTO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1514,60,NDUMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1515,11,NDURUMO/B-MUKOTO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1516,34,NDURUMO/IHANA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1517,40,NEENORO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1518,73,NEONEO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1519,11,NGANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1520,11,NGANGA 2,Olivier,14:03.8,NULL,NULL,NULL,NULL
1521,43,NGANGUVA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1522,45,NGARAMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1523,45,NGASA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1524,59,NGASURA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1525,10,NGAYU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1526,10,NGAZO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1527,59,NGENDAMBUYA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1528,11,NGEREKO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1529,43,NGERI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1530,17,NGESHO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1531,69,NGIKO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1532,60,NGINGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1533,11,NGINGWE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1534,11,NGIRANGANWA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1535,73,NGOKWE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1536,24,NGOLOLO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1537,62,NGOROBA/MUTANDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1538,15,NGOTE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1539,68,NGOY,Olivier,14:03.8,NULL,NULL,NULL,NULL
1540,67,NGULULU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1541,9,NGUNDI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1542,11,NGUNGU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1543,9,NGUNGU/BAPFUNA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1544,73,NGUNGU/UFAMANDU1,Olivier,14:03.8,NULL,NULL,NULL,NULL
1545,11,NGURU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1546,16,NGWENDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1547,23,NGWENDA/BUKOMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1548,60,NGWERE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1549,67,NIHIMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1550,62,NISHIKIRE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1551,60,NITOTO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1552,44,NKOKWE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1553,24,NKOMANE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1554,62,NSHORA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1555,11,NSIRANGAYA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1556,45,NSUKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1557,43,NTAHIBWA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1558,30,NTAMUGENGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1559,67,NTANDO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1560,43,NTARENGWA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1561,11,NTEKO,Olivier,14:03.8,Patrick,54:40.0,0,0
1562,69,NTERANYA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1563,78,NTONTO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1564,29,NUMBI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1565,16,NYABANIRA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1566,23,NYABIHARE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1567,11,NYABIKERE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1568,9,NYABIONDO/BAFPUNA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1569,7,NYABIONDO/BANYUNGU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1570,9,NYABIONDO/BAPFUNA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1571,16,NYABIREHE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1572,27,NYABITARE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1573,43,NYABITEJA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1574,24,NYABUGEZI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1575,9,NYABULERE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1576,11,NYABURA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1577,43,NYABURAMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1578,11,NYABUSHONGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1579,24,NYABWICHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1580,27,NYAKABANDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1581,73,NYAKABASA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1582,57,NYAKABUYE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1583,59,NYAKAJANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1584,16,NYAKAKOMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1585,10,NYAKARIBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1586,11,NYAKASOZI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1587,73,NYAKIGANO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1588,65,NYALIPE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1589,43,NYALUBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1590,10,NYALUGUSHA/B-KAEMBE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1591,80,NYALUGUSHA/ZIRALO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1592,80,NYALUNGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1593,62,NYAMABERE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1594,68,NYAMABOKO 2,Olivier,14:03.8,NULL,NULL,NULL,NULL
1595,27,NYAMAGANA/BUSANZA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1596,69,NYAMAGANA/RUGARI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1597,62,NYAMALELE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1598,60,NYAMALONDO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1599,60,NYAMATOBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1600,60,NYAMATOVU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1601,60,NYAMAZU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1602,43,NYAMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1603,11,NYAMBANIKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1604,45,NYAMBI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1605,58,NYAMBISI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1606,11,NYAMBITSI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1607,11,NYAMBUHE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1608,16,NYAMIBU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1609,73,NYAMIBUTO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1610,16,NYAMILIMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1611,59,NYAMIRAZO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1612,59,NYAMIRIZO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1613,67,NYAMIRUNGU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1614,71,NYAMISHANO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1615,10,NYAMITABA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1616,43,NYAMITEJA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1617,16,NYAMITEMBE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1618,16,NYAMITWITWI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1619,41,NYAMUHABWA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1620,73,NYAMUMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1621,43,NYANDARENGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1622,34,NYANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1623,43,NYANGANO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1624,57,NYANGE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1625,9,NYANGE/BAPFUNA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1626,11,NYANGE/B-MUKOTO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1627,62,NYANZALE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1628,43,NYANZALE/KIHONDO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1629,62,NYANZALE/MUTANDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1630,69,NYARUBABA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1631,43,NYARUBANDE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1632,16,NYARUBUGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1633,27,NYARUKWANGARA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1634,62,NYARUSHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1635,73,NYATOVU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1636,11,NYENYERI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1637,43,NYIRABUBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1638,73,NYITUBUTO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1639,43,NYOLA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1640,60,NYONDO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1641,23,NYONGERA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1642,60,NYUNDO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1643,60,NYUNDO BUSAKANA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1644,23,NYUNDO/BUKOMA  ,Olivier,14:03.8,NULL,NULL,NULL,NULL
1645,27,NYUNDO/BUSANZA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1646,45,NZUBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1647,40,NZULO,Olivier,14:03.8,Patrick,16:36.0,NULL,NULL
1648,75,ONINGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1649,59,OSSO/M-MATANDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1650,11,PANAMO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1651,11,PETI/B-MUKOTO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1652,45,PETI/KISIMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1653,11,PINGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1654,27,PUNGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1655,73,RAMBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1656,80,RAMBULA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1657,80,RANGIRA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1658,21,RANYAZE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1659,73,REMEKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1660,60,RENGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1661,42,RIBASAHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1662,45,RISUKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1663,44,RO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1664,34,ROBE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1665,45,ROGORA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1666,58,RONA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1667,11,RONGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1668,57,RUBANDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1669,44,RUBARE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1670,17,RUBATI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1671,59,RUBAYA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1672,24,RUBEHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1673,27,RUBIRIZI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1674,10,RUBIZO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1675,24,RUBONA/BUKOMBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1676,58,RUBONA/M-KIBABI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1677,68,RUBUGU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1678,57,RUCHIKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1679,29,RUCHUNDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1680,38,RUGAMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1681,27,RUGARAMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1682,69,RUGARI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1683,27,RUGASHARI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1684,40,RUGEYO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1685,11,RUGOGWE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1686,73,RUHAMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1687,11,RUHANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1688,44,RUHANGA/KISIGARI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1689,71,RUHANGA/TONGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1690,57,RUHEGERI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1691,73,RUHINZI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1692,60,RUHIZI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1693,43,RUHONONGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1694,45,RUHORA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1695,23,RUHULA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1696,9,RUHUNZU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1697,11,RUHUSHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1698,17,RUHUYA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1699,11,RUKAMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1700,34,RUKARAVA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1701,11,RUKENGE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1702,58,RUKFO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1703,30,RUKINGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1704,24,RUKIRI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1705,44,RUKORO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1706,24,RULERE/BUKOMBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1707,80,RULERE/ZIRALO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1708,44,RUMANGABO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1709,27,RUMANURA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1710,24,RUMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1711,11,RUMBATI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1712,11,RUNAMBI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1713,24,RUNGA/BUKOMBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1714,71,RUNGA/TONGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1715,7,RUNGU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1716,24,RUNOMBE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1717,11,RUNYANA/B-MUKOTO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1718,23,RUNYERESI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1719,11,RUPFUNDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1720,24,RURAMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1721,60,RURAMBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1722,19,RUREMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1723,23,RUSAGATI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1724,23,RUSAKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1725,35,RUSAMAMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1726,45,RUSAMAMBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1727,35,RUSAMAMBU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1728,4,RUSANGURA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1729,11,RUSAVE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1730,40,RUSAYO/KAMURONZA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1731,62,RUSAYO/MUTANDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1732,17,RUSEBESHE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1733,30,RUSEKE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1734,17,RUSEKERA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1735,44,RUSESA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1736,62,RUSHAKI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1737,38,RUSHANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1738,10,RUSHANGI BURAMO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1739,71,RUSHASHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1740,24,RUSHASHI/BUKOMBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1741,17,RUSHAVUTI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1742,71,RUSHEGE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1743,10,RUSHINGA ,Olivier,14:03.8,NULL,NULL,NULL,NULL
1744,71,RUSHOBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1745,57,RUSHOGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1746,11,RUSHOTI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1747,71,RUSHOVU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1748,11,RUSHUHE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1749,62,RUSHUKI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1750,7,RUSIKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1751,43,RUSIME,Olivier,14:03.8,NULL,NULL,NULL,NULL
1752,43,RUSINGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1753,15,RUSIRA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1754,67,RUSISIRO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1755,71,RUSOVU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1756,44,RUTAKAKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1757,11,RUTANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1758,57,RUTENGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1759,27,RUTEZO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1760,16,RUTI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1761,57,RUTIKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1762,60,RUTOBOKO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1763,4,RUTOVU/BAMBU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1764,80,RUTSHURU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1765,67,RUTSIKE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1766,71,RUTUNGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1767,27,RUVUMBU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1768,44,RUVUMU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1769,40,RUVUNDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1770,11,RUYANGE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1771,4,RUZA/BAMBU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1772,71,RUZA/TONGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1773,60,RUZIRANTAKA LUIZI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1774,60,RUZIRANTAKALUIZI/M-SHANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1775,60,RUZIRZNTAKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1776,11,RWABONDU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1777,17,RWABUNDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1778,62,RWAHANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1779,62,RWAHURUKENE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1780,44,RWAMASARO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1781,71,RWAMBAGI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1782,38,RWAMBEHO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1783,11,RWAMBUNDE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1784,38,RWAMPONDO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1785,11,RWANDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1786,38,RWANGUBA/JOMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1787,43,RWANGUBA/KIHONDO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1788,43,RWANGURO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1789,24,RWANINKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1790,44,RWANIRO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1791,11,RWANKERI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1792,9,RWANKERI/BAPFUNA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1793,58,RWANKERI/M-KIBABI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1794,43,RWANKUBA 1,Olivier,14:03.8,NULL,NULL,NULL,NULL
1795,10,RWANO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1796,30,RWAREMA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1797,45,RWASHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1798,10,RWASHOGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1799,24,RWIMBOGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1800,24,RWINDI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1801,40,SAKE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1802,16,SARAMBWE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1803,73,SARUMU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1804,67,SEKE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1805,69,SESERO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1806,11,SHAALYA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1807,19,SHAKINGI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1808,45,SHAMBOMBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1809,60,SHANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1810,30,SHANGI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1811,60,SHANGI/M-SHANGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1812,73,SHANGI/UFAMANDU 1,Olivier,14:03.8,NULL,NULL,NULL,NULL
1813,57,SHANGINGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1814,7,SHANGO/BANYUNGU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1815,67,SHANGO/NYBOKO1,Olivier,14:03.8,NULL,NULL,NULL,NULL
1816,29,SHANJE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1817,80,SHARAMBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1818,60,SHASHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1819,11,SHIBO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1820,27,SHINDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1821,67,SHINGISHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1822,7,SHOA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1823,11,SHOLA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1824,60,SHONGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1825,24,SHONGE,Olivier,14:03.8,NULL,NULL,NULL,NULL
1826,24,SHONYI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1827,11,SHUNGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1828,80,SHUNGULU,Olivier,14:03.8,NULL,NULL,NULL,NULL
1829,30,SHUNGUSHA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1830,43,SINGA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1831,43,SINGURA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1832,24,SISA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1833,23,SOKO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1834,62,SOMI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1835,11,TAMBI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1836,30,TANDA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1837,79,TANGANIKA/W-UROBA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1838,78,TANGANYIKA,Olivier,14:03.8,NULL,NULL,NULL,NULL
1839,35,TANGI,Olivier,14:03.8,NULL,NULL,NULL,NULL
1840,11,TATANGO,Olivier,14:03.8,NULL,NULL,NULL,NULL
1841,11,TATOYA,Olivier,14:03.8,NULL,NULL,NULL,NULL
